AirQualityStationEoICode,Concentration,DatetimeBegin
CH0002R,6.8,2013-10-23 00:00:00 +01:00
CH0002R,8.8,2013-10-24 00:00:00 +01:00
CH0002R,17.6,2013-10-25 00:00:00 +01:00
CH0002R,12.2,2013-10-26 00:00:00 +01:00
CH0002R,7.0,2013-10-27 00:00:00 +01:00
CH0002R,7.1,2013-10-28 00:00:00 +01:00
CH0002R,5.3,2013-10-29 00:00:00 +01:00
CH0002R,9.2,2013-10-30 00:00:00 +01:00
CH0002R,21.1,2013-10-31 00:00:00 +01:00
CH0002R,28.9,2013-11-01 00:00:00 +01:00
CH0002R,8.4,2013-11-02 00:00:00 +01:00
CH0002R,2.1,2013-11-03 00:00:00 +01:00
CH0002R,2.6,2013-11-04 00:00:00 +01:00
CH0002R,2.7,2013-11-05 00:00:00 +01:00
CH0002R,2.7,2013-11-06 00:00:00 +01:00
CH0002R,5.4,2013-11-07 00:00:00 +01:00
CH0002R,7.6,2013-11-08 00:00:00 +01:00
CH0002R,2.8,2013-11-09 00:00:00 +01:00
CH0002R,1.7,2013-11-10 00:00:00 +01:00
CH0002R,5.1,2013-11-11 00:00:00 +01:00
CH0002R,15.3,2013-11-12 00:00:00 +01:00
CH0002R,22.7,2013-11-13 00:00:00 +01:00
CH0002R,18.5,2013-11-14 00:00:00 +01:00
CH0002R,16.1,2013-11-15 00:00:00 +01:00
CH0002R,18.5,2013-11-16 00:00:00 +01:00
CH0002R,16.5,2013-11-17 00:00:00 +01:00
CH0002R,20.2,2013-11-18 00:00:00 +01:00
CH0002R,8.4,2013-11-19 00:00:00 +01:00
CH0002R,4.0,2013-11-20 00:00:00 +01:00
CH0002R,6.9,2013-11-21 00:00:00 +01:00
CH0002R,7.3,2013-11-22 00:00:00 +01:00
CH0002R,5.8,2013-11-23 00:00:00 +01:00
CH0002R,7.1,2013-11-24 00:00:00 +01:00
CH0002R,6.9,2013-11-25 00:00:00 +01:00
CH0002R,10.9,2013-11-26 00:00:00 +01:00
CH0002R,18.1,2013-11-27 00:00:00 +01:00
CH0002R,27.1,2013-11-28 00:00:00 +01:00
CH0002R,27.7,2013-11-29 00:00:00 +01:00
CH0002R,17.7,2013-11-30 00:00:00 +01:00
CH0002R,13.2,2013-12-01 00:00:00 +01:00
CH0002R,15.0,2013-12-02 00:00:00 +01:00
CH0002R,26.4,2013-12-03 00:00:00 +01:00
CH0002R,22.0,2013-12-04 00:00:00 +01:00
CH0002R,26.0,2013-12-05 00:00:00 +01:00
CH0002R,13.1,2013-12-06 00:00:00 +01:00
CH0002R,12.2,2013-12-07 00:00:00 +01:00
CH0002R,22.0,2013-12-08 00:00:00 +01:00
CH0002R,21.0,2013-12-09 00:00:00 +01:00
CH0002R,19.6,2013-12-10 00:00:00 +01:00
CH0002R,17.1,2013-12-11 00:00:00 +01:00
CH0002R,12.2,2013-12-12 00:00:00 +01:00
CH0002R,11.7,2013-12-13 00:00:00 +01:00
CH0002R,20.8,2013-12-14 00:00:00 +01:00
CH0002R,11.2,2013-12-15 00:00:00 +01:00
CH0002R,11.1,2013-12-16 00:00:00 +01:00
CH0002R,16.3,2013-12-17 00:00:00 +01:00
CH0002R,20.7,2013-12-18 00:00:00 +01:00
CH0002R,19.6,2013-12-19 00:00:00 +01:00
CH0002R,10.2,2013-12-20 00:00:00 +01:00
CH0002R,18.2,2013-12-21 00:00:00 +01:00
CH0002R,9.3,2013-12-22 00:00:00 +01:00
CH0002R,6.3,2013-12-23 00:00:00 +01:00
CH0002R,4.5,2013-12-24 00:00:00 +01:00
CH0002R,2.2,2013-12-25 00:00:00 +01:00
CH0002R,4.9,2013-12-26 00:00:00 +01:00
CH0002R,7.5,2013-12-27 00:00:00 +01:00
CH0002R,10.0,2013-12-28 00:00:00 +01:00
CH0002R,4.3,2013-12-29 00:00:00 +01:00
CH0002R,8.3,2013-12-30 00:00:00 +01:00
CH0002R,16.3,2013-12-31 00:00:00 +01:00
